,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1146,1147,20,RL,,11200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,Gd,TA,No,GLQ,1258.0,Unf,0,40.0,1298.0,GasA,TA,Y,SBrkr,1298.0,0.0,0,1298.0,1,0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,1985.0,Unf,2,403.0,TA,TA,Y,165.0,26.0,0,0,0,0.0,,,,0,5,2006,WD,Normal,180000.0
1147,1148,70,RL,75.0,12000.0,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,275.0,Unf,0,429.0,704.0,GasA,Ex,Y,SBrkr,860.0,704.0,0,1564.0,0,0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,1941.0,Unf,1,234.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,7,2009,WD,Normal,174500.0
1148,1149,50,RM,,5700.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,572.0,572.0,GasA,TA,Y,SBrkr,572.0,539.0,0,1111.0,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1982.0,Unf,1,288.0,TA,TA,Y,0.0,0.0,176,0,0,0.0,,,,0,8,2008,WD,Normal,116900.0
1149,1150,70,RM,50.0,9000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624.0,Unf,0,26.0,650.0,GasA,Ex,Y,SBrkr,832.0,650.0,0,1482.0,0,1,1,0,3,1,TA,7,Typ,0,,Detchd,1930.0,Unf,2,324.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,7,2009,WD,Normal,143000.0
1150,1151,20,RL,57.0,8280.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,932.0,932.0,GasA,Ex,Y,FuseA,932.0,0.0,0,932.0,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,1950.0,Unf,1,306.0,TA,TA,Y,0.0,0.0,214,0,0,0.0,,GdPrv,,0,11,2007,WD,Normal,124000.0
1151,1152,20,RL,134.0,17755.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176.0,Unf,0,1290.0,1466.0,GasA,TA,Y,SBrkr,1466.0,0.0,0,1466.0,0,0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,1959.0,Fin,2,528.0,TA,TA,Y,0.0,140.0,0,0,100,0.0,,,,0,11,2006,WD,Normal,149900.0
1152,1153,20,RL,90.0,14115.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,296.0,GLQ,547,230.0,1073.0,GasA,Ex,Y,SBrkr,1811.0,0.0,0,1811.0,0,0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,1956.0,Fin,2,470.0,TA,TA,Y,0.0,0.0,280,0,0,0.0,,,,0,7,2006,WD,Abnorml,230000.0
1153,1154,30,RM,,5890.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538.0,Unf,0,278.0,816.0,GasA,Ex,Y,SBrkr,816.0,0.0,0,816.0,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,2002.0,Unf,1,432.0,TA,TA,Y,0.0,0.0,96,0,0,0.0,,,,0,6,2008,WD,Normal,120500.0
1154,1155,60,RL,,13700.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,454.0,Unf,0,410.0,864.0,GasA,TA,Y,SBrkr,902.0,918.0,0,1820.0,0,0,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,1965.0,Unf,2,492.0,TA,TA,Y,60.0,84.0,0,0,273,0.0,,GdPrv,,0,5,2008,WD,Normal,201800.0
1155,1156,20,RL,90.0,10768.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157.0,Unf,0,280.0,1437.0,GasA,TA,Y,SBrkr,1437.0,0.0,0,1437.0,1,0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1976.0,RFn,2,528.0,TA,TA,Y,0.0,21.0,0,0,180,0.0,,,,0,7,2007,WD,Normal,218000.0
1156,1157,80,RL,85.0,9350.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633.0,Unf,0,586.0,1219.0,GasA,Gd,Y,SBrkr,1265.0,0.0,0,1265.0,0,1,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,1965.0,RFn,2,502.0,TA,TA,Y,0.0,92.0,0,96,0,0.0,,MnPrv,,0,10,2008,WD,Normal,179900.0
1157,1158,120,RL,34.0,5001.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904.0,Unf,0,410.0,1314.0,GasA,Ex,Y,SBrkr,1314.0,0.0,0,1314.0,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2,626.0,TA,TA,Y,172.0,62.0,0,0,0,0.0,,,,0,7,2009,WD,Normal,230000.0
1158,1159,20,RL,92.0,11932.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1580.0,1580.0,GasA,Ex,Y,SBrkr,1580.0,0.0,0,1580.0,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2008.0,RFn,3,830.0,TA,TA,Y,0.0,24.0,0,0,0,0.0,,,,0,6,2008,ConLD,Partial,235128.0
1159,1160,60,RL,76.0,9120.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,442.0,Unf,0,459.0,901.0,GasA,TA,Y,SBrkr,943.0,933.0,0,1876.0,0,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1974.0,RFn,2,540.0,Gd,TA,Y,0.0,69.0,0,0,0,0.0,,,,0,7,2008,WD,Normal,185000.0
1160,1161,160,RL,24.0,2280.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311.0,Unf,0,544.0,855.0,GasA,Fa,Y,SBrkr,855.0,601.0,0,1456.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,Unf,2,440.0,TA,TA,Y,26.0,0.0,0,0,0,0.0,,,,0,7,2010,WD,Normal,146000.0
1161,1162,20,RL,,14778.0,Pave,,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728.0,Unf,0,568.0,1296.0,GasA,Ex,Y,SBrkr,1640.0,0.0,0,1640.0,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1993.0,Unf,2,924.0,TA,TA,Y,108.0,0.0,0,216,0,0.0,,,,0,11,2008,WD,Normal,224000.0
1162,1163,20,RL,109.0,8724.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,492.0,Unf,0,402.0,894.0,GasA,Gd,Y,SBrkr,894.0,0.0,0,894.0,0,0,1,0,3,1,TA,5,Typ,1,Po,Attchd,1968.0,Fin,2,450.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,5,2007,WD,Normal,129000.0
1163,1164,90,RL,60.0,12900.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198.0,Unf,0,0.0,1198.0,GasA,TA,Y,SBrkr,1258.0,0.0,0,1258.0,2,0,0,2,0,2,TA,6,Typ,0,,CarPort,1969.0,Unf,2,400.0,Fa,TA,Y,120.0,0.0,0,0,0,0.0,,,,0,1,2008,WD,Alloca,108959.0
1164,1165,80,RL,,16157.0,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,680.0,Rec,391,289.0,1360.0,GasA,Ex,Y,SBrkr,1432.0,0.0,0,1432.0,1,0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1978.0,Unf,2,588.0,TA,TA,Y,168.0,180.0,0,0,0,0.0,,,,0,6,2007,WD,Normal,194000.0
1165,1166,20,RL,79.0,9541.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1502.0,1502.0,GasA,Ex,Y,SBrkr,1502.0,0.0,0,1502.0,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2009.0,RFn,2,644.0,TA,TA,Y,0.0,114.0,0,0,0,0.0,,,,0,9,2009,New,Partial,233170.0
1166,1167,20,RL,64.0,10475.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1694.0,1694.0,GasA,Ex,Y,SBrkr,1694.0,0.0,0,1694.0,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2008.0,RFn,3,776.0,TA,TA,Y,160.0,33.0,0,0,0,0.0,,,,0,2,2010,WD,Normal,245350.0
1167,1168,60,RL,58.0,10852.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0,173.0,959.0,GasA,Ex,Y,SBrkr,959.0,712.0,0,1671.0,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2,472.0,TA,TA,Y,0.0,38.0,0,0,0,0.0,,,,0,2,2006,WD,Normal,173000.0
1168,1169,70,RL,120.0,13728.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626.0,Unf,0,501.0,1127.0,GasA,Ex,Y,SBrkr,1236.0,872.0,0,2108.0,0,0,2,0,4,1,Gd,7,Typ,2,TA,Basment,1935.0,Unf,2,540.0,TA,TA,Y,0.0,0.0,0,0,90,0.0,,,,0,7,2008,WD,Normal,235000.0
1169,1170,60,RL,118.0,35760.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387.0,Unf,0,543.0,1930.0,GasA,Ex,Y,SBrkr,1831.0,1796.0,0,3627.0,1,0,3,1,4,1,Gd,10,Typ,1,TA,Attchd,1995.0,Fin,3,807.0,TA,TA,Y,361.0,76.0,0,0,0,0.0,,,,0,7,2006,WD,Normal,625000.0
1170,1171,80,RL,76.0,9880.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522.0,Unf,0,574.0,1096.0,GasA,TA,Y,SBrkr,1118.0,0.0,0,1118.0,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977.0,Fin,1,358.0,TA,TA,Y,203.0,0.0,0,0,0,576.0,Gd,GdPrv,,0,7,2008,WD,Normal,171000.0
1171,1172,20,RL,76.0,9120.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662.0,Unf,0,599.0,1261.0,GasA,Ex,Y,SBrkr,1261.0,0.0,0,1261.0,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958.0,RFn,2,433.0,TA,TA,Y,0.0,0.0,0,0,288,0.0,,,Shed,1400,11,2008,WD,Normal,163000.0
1172,1173,160,FV,35.0,4017.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,625.0,625.0,GasA,Ex,Y,SBrkr,625.0,625.0,0,1250.0,0,0,2,1,2,1,Gd,5,Typ,0,,Detchd,2006.0,Fin,2,625.0,TA,TA,Y,0.0,54.0,0,0,0,0.0,,,,0,3,2008,WD,Normal,171900.0
1173,1174,50,RL,138.0,18030.0,Pave,,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,152.0,BLQ,469,977.0,1598.0,GasA,TA,Y,SBrkr,1636.0,971.0,479,3086.0,0,0,3,0,3,1,Ex,12,Maj1,1,Gd,,,,0,0.0,,,Y,122.0,0.0,0,0,0,0.0,,MnPrv,,0,3,2007,WD,Normal,200500.0
1174,1175,70,RL,80.0,16560.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503.0,Unf,0,449.0,952.0,GasA,TA,Y,SBrkr,1170.0,1175.0,0,2345.0,0,0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,1932.0,Unf,2,360.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,7,2006,WD,Normal,239000.0
1175,1176,50,RL,85.0,10678.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700.0,Unf,0,983.0,1683.0,GasA,Ex,Y,SBrkr,2129.0,743.0,0,2872.0,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992.0,Fin,2,541.0,TA,TA,Y,0.0,33.0,0,0,0,0.0,,,,0,4,2007,WD,Normal,285000.0
1176,1177,20,RL,37.0,6951.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,658.0,Unf,0,218.0,876.0,GasA,TA,Y,SBrkr,923.0,0.0,0,923.0,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1984.0,Unf,1,264.0,TA,TA,Y,362.0,0.0,0,0,0,0.0,,MnPrv,,0,10,2008,WD,Normal,119500.0
1177,1178,50,RM,,3950.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0,350.0,818.0,GasA,TA,Y,SBrkr,818.0,406.0,0,1224.0,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1926.0,Unf,1,210.0,TA,TA,N,0.0,0.0,116,0,0,0.0,,,,0,12,2009,WD,Normal,115000.0
1178,1179,50,RL,54.0,7681.0,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,731.0,731.0,GasA,Ex,Y,SBrkr,820.0,523.0,0,1343.0,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1921.0,Unf,1,186.0,Fa,TA,Y,192.0,0.0,102,0,0,0.0,,,,0,7,2009,WD,Normal,154900.0
1179,1180,20,RL,77.0,8335.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,,,,,0.0,,0,0.0,0.0,GasA,Gd,Y,SBrkr,1124.0,0.0,0,1124.0,0,0,1,0,3,1,TA,5,Min2,1,Gd,,,,0,0.0,,,N,0.0,36.0,190,0,0,0.0,,,,0,4,2006,WD,Normal,93000.0
1180,1181,60,RL,,11170.0,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Wood,Gd,TA,No,LwQ,1216.0,Unf,0,0.0,1216.0,GasA,Ex,Y,SBrkr,1298.0,1216.0,0,2514.0,0,0,2,1,4,1,TA,8,Typ,0,,Attchd,1990.0,Fin,2,693.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,GdPrv,,0,4,2006,WD,Normal,250000.0
1181,1182,120,RM,64.0,5587.0,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480.0,Unf,0,120.0,1600.0,GasA,Ex,Y,SBrkr,1652.0,0.0,0,1652.0,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2,482.0,TA,TA,Y,162.0,53.0,0,153,0,0.0,,,,0,11,2008,New,Partial,392500.0
1182,1183,60,RL,160.0,15623.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,2096.0,Unf,0,300.0,2396.0,GasA,Ex,Y,SBrkr,2411.0,2065.0,0,4476.0,1,0,3,1,4,1,Ex,10,Typ,2,TA,Attchd,1996.0,Fin,3,813.0,TA,TA,Y,171.0,78.0,0,0,0,555.0,Ex,MnPrv,,0,7,2007,WD,Abnorml,745000.0
1183,1184,30,RL,60.0,10800.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821.0,Unf,0,299.0,1120.0,GasA,Ex,Y,SBrkr,1130.0,0.0,0,1130.0,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1970.0,Unf,2,720.0,TA,TA,Y,229.0,0.0,0,0,0,0.0,,,,0,6,2006,WD,Normal,120000.0
1184,1185,20,RL,50.0,35133.0,Grvl,,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,1159.0,Unf,0,413.0,1572.0,GasA,Gd,Y,SBrkr,1572.0,0.0,0,1572.0,1,0,1,1,3,1,TA,5,Typ,2,TA,2Types,1963.0,RFn,3,995.0,TA,TA,Y,0.0,263.0,0,0,263,0.0,,,,0,5,2007,WD,Normal,186700.0
1185,1186,50,RL,60.0,9738.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392.0,Unf,0,392.0,784.0,GasA,Gd,Y,SBrkr,949.0,272.0,0,1221.0,1,0,1,0,4,1,TA,7,Typ,0,,Attchd,1965.0,Unf,1,392.0,TA,TA,Y,0.0,0.0,236,0,0,0.0,,,,0,3,2006,WD,Normal,104900.0
1186,1187,190,RL,107.0,10615.0,Pave,,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440.0,Unf,0,538.0,978.0,GasA,TA,Y,SBrkr,1014.0,685.0,0,1699.0,1,0,2,0,3,2,TA,7,Typ,0,,CarPort,1920.0,Unf,2,420.0,Fa,Fa,Y,0.0,74.0,0,0,0,0.0,,,,0,8,2009,WD,Abnorml,95000.0
1187,1188,20,RL,89.0,12461.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1456.0,Unf,0,168.0,1624.0,GasA,Ex,Y,SBrkr,1624.0,0.0,0,1624.0,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1994.0,RFn,3,757.0,TA,TA,Y,0.0,114.0,192,0,0,0.0,,GdPrv,,0,7,2006,WD,Normal,262000.0
1188,1189,60,RL,68.0,8935.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,831.0,831.0,GasA,Ex,Y,SBrkr,831.0,829.0,0,1660.0,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2002.0,RFn,2,493.0,TA,TA,Y,144.0,68.0,0,0,0,0.0,,,,0,7,2009,WD,Normal,195000.0
1189,1190,60,RL,60.0,7500.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,994.0,994.0,GasA,Gd,Y,SBrkr,1028.0,776.0,0,1804.0,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Fin,2,442.0,TA,TA,Y,140.0,60.0,0,0,0,0.0,,,,0,6,2010,WD,Normal,189000.0
1190,1191,190,RL,,32463.0,Pave,,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,1159.0,Unf,0,90.0,1249.0,GasA,Ex,Y,SBrkr,1622.0,0.0,0,1622.0,1,0,1,0,3,1,TA,7,Typ,1,TA,2Types,1975.0,Fin,4,1356.0,TA,TA,Y,439.0,0.0,0,0,0,0.0,,,,0,3,2007,WD,Normal,168000.0
1191,1192,160,FV,24.0,2645.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,776.0,776.0,GasA,Ex,Y,SBrkr,764.0,677.0,0,1441.0,0,0,2,1,2,1,Gd,5,Typ,0,,Detchd,1999.0,Unf,2,492.0,TA,TA,Y,206.0,0.0,0,0,0,0.0,,,,0,11,2007,WD,Normal,174000.0
1192,1193,50,RM,60.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0.0,Unf,0,702.0,702.0,GasA,Gd,Y,SBrkr,842.0,630.0,0,1472.0,0,0,1,0,3,1,Gd,6,Typ,0,,Detchd,1925.0,Unf,1,250.0,TA,Fa,P,0.0,0.0,84,0,0,0.0,,GdWo,,0,7,2007,WD,Normal,125000.0
